brand,km_driven,fuel,owner,selling_price
Toyota,118492,Petrol,Second Owner,492850
Mahindra,109629,CNG,Second Owner,339112
Datsun,154872,Diesel,First Owner,221277
Renault,177469,Diesel,Second Owner,340429
Toyota,126313,Petrol,Third Owner,415651
Volvo,171981,CNG,First Owner,495729
Maruti,24352,CNG,Second Owner,65430
Kia,104975,CNG,Fourth Owner,553982
Toyota,96848,Diesel,First Owner,301707
Renault,149510,Petrol,First Owner,200990
Volkswagen,47999,LPG,Fourth Owner,330400
Chevrolet,21482,CNG,Fourth Owner,229594
Kia,166543,CNG,Second Owner,434090
Tata,50279,LPG,Fourth Owner,367278
Jeep,112413,Petrol,Third Owner,348232
Tata,57213,CNG,First Owner,458195
Datsun,116909,Petrol,Third Owner,182667
Kia,16026,CNG,Second Owner,540320
Isuzu,88184,Electric,Fourth Owner,117824
Isuzu,8435,CNG,First Owner,221503
Honda,142565,Electric,Fourth Owner,406691
BMW,62321,Petrol,Fourth Owner,460343
Fiat,136835,CNG,Second Owner,572040
Fiat,23389,Diesel,Second Owner,158484
Toyota,34498,Diesel,Second Owner,443423
Renault,66755,LPG,Second Owner,51083
Volvo,104545,Diesel,First Owner,232636
Datsun,38825,Electric,Third Owner,335279
Nissan,19934,Diesel,Third Owner,107109
Renault,8574,Diesel,First Owner,373498
Kia,133698,Diesel,Fourth Owner,502517
Isuzu,172251,CNG,First Owner,374377
BMW,135659,LPG,Third Owner,277827
Volkswagen,45782,Petrol,Third Owner,525344
Skoda,188484,LPG,First Owner,227284
Mahindra,63561,Electric,Second Owner,265648
Datsun,138481,CNG,Fourth Owner,101588
Fiat,130159,CNG,First Owner,177558
BMW,29751,Diesel,Third Owner,390399
Fiat,41174,Diesel,Second Owner,492501
Maruti,125678,Electric,Fourth Owner,171921
Chevrolet,59572,CNG,Third Owner,263630
Ford,64416,Petrol,Fourth Owner,209860
Nissan,146113,LPG,Second Owner,125018
Jeep,157299,CNG,Third Owner,96873
Hyundai,38201,Petrol,Second Owner,260743
Skoda,39069,Petrol,First Owner,406816
Nissan,29370,LPG,First Owner,149332
Isuzu,128342,Petrol,Fourth Owner,132445
Honda,145658,Electric,Second Owner,380007
Maruti,184303,Petrol,Second Owner,99987
Nissan,128758,Electric,Fourth Owner,150787
Jeep,139394,Petrol,Fourth Owner,478718
Isuzu,68294,Diesel,Fourth Owner,158406
Jeep,82468,Petrol,First Owner,57304
Kia,163371,Electric,Fourth Owner,59495
Isuzu,93715,Petrol,First Owner,356688
Tata,73793,Petrol,Fourth Owner,477209
Volvo,180573,Petrol,Second Owner,64987
Toyota,191206,Electric,Second Owner,200161
Volkswagen,114672,Petrol,Fourth Owner,61465
Chevrolet,143849,LPG,Fourth Owner,561889
Honda,145321,LPG,First Owner,132071
Kia,123902,Electric,Third Owner,388141
Tata,24390,Diesel,First Owner,62366
Maruti,23369,LPG,Second Owner,313929
Chevrolet,146953,CNG,Fourth Owner,56242
Skoda,12587,LPG,Second Owner,376543
Volvo,110009,CNG,Third Owner,318500
Chevrolet,141905,Electric,First Owner,565214
Kia,50013,Diesel,Second Owner,551109
Datsun,120341,CNG,First Owner,505066
Renault,130785,CNG,Fourth Owner,153467
Tata,197692,LPG,Second Owner,354524
Nissan,149826,CNG,Third Owner,391977
Mahindra,110584,Electric,First Owner,154992
Datsun,81113,Electric,First Owner,229675
Maruti,89784,Electric,Third Owner,143593
Ford,38282,LPG,Second Owner,199519
Renault,170809,Diesel,Second Owner,133940
Isuzu,27124,LPG,First Owner,136677
Hyundai,73102,Electric,Third Owner,286729
Nissan,136268,LPG,First Owner,517894
Tata,64527,Electric,First Owner,163570
Skoda,133371,Petrol,Fourth Owner,376727
Toyota,133942,Petrol,Second Owner,131468
Isuzu,99651,CNG,Second Owner,87880
Nissan,88395,Diesel,Fourth Owner,51355
Ford,14345,Petrol,Second Owner,156360
Fiat,127544,Electric,Second Owner,262694
Isuzu,37077,LPG,Second Owner,268123
Hyundai,133429,LPG,Third Owner,307034
Nissan,15055,CNG,Fourth Owner,260828
Volkswagen,106693,LPG,First Owner,97266
Toyota,88283,Petrol,Third Owner,239287
Mahindra,47484,LPG,First Owner,104104
Nissan,80514,Petrol,Fourth Owner,126844
Toyota,93135,Petrol,Fourth Owner,50969
Fiat,38771,Diesel,Fourth Owner,411040
Maruti,191726,CNG,Second Owner,453522
Honda,180612,Electric,Third Owner,550314
Chevrolet,113284,Petrol,Fourth Owner,514657
Tata,120399,CNG,First Owner,516508
Isuzu,107885,Electric,Second Owner,251961
Maruti,163449,LPG,Second Owner,576025
Tata,183645,CNG,Third Owner,467541
Tata,176805,CNG,Third Owner,193398
Jeep,132344,CNG,Third Owner,533338
Ford,145832,LPG,Second Owner,325055
Datsun,116226,LPG,Fourth Owner,363323
Kia,102250,CNG,First Owner,285603
Isuzu,28762,Diesel,Fourth Owner,375689
Mahindra,185058,Petrol,First Owner,290655
Honda,168404,LPG,Fourth Owner,360748
Volkswagen,174172,Diesel,Third Owner,269973
Fiat,139016,LPG,First Owner,386476
BMW,51825,CNG,Second Owner,66820
Volvo,16877,Diesel,First Owner,424415
Honda,164062,Electric,Second Owner,117345
Toyota,132065,Petrol,Fourth Owner,220386
Ford,111443,Petrol,Third Owner,120793
Maruti,102612,LPG,First Owner,317053
Toyota,120674,Petrol,Second Owner,64866
MG,118074,Electric,Fourth Owner,294734
Kia,189355,Diesel,Third Owner,378141
BMW,137330,Diesel,Third Owner,340604
Volkswagen,34629,CNG,Third Owner,98500
Chevrolet,171651,Diesel,Fourth Owner,249841
Ford,157030,LPG,Fourth Owner,572881
Toyota,173537,Electric,Fourth Owner,324272
Chevrolet,18775,CNG,Third Owner,579490
Kia,168279,LPG,First Owner,310731
Datsun,156625,LPG,Second Owner,540010
Kia,187704,LPG,Fourth Owner,229037
Mahindra,3055,Petrol,First Owner,161302
Jeep,91697,LPG,Second Owner,133583
Maruti,166945,Petrol,Third Owner,147119
Datsun,104505,Diesel,First Owner,524392
Renault,83720,Petrol,Third Owner,596701
Tata,81199,LPG,Second Owner,136891
Volvo,159390,Electric,Fourth Owner,531981
Volkswagen,36734,Electric,Third Owner,83033
Honda,152594,Diesel,First Owner,413298
Mahindra,145728,LPG,Fourth Owner,51378
Renault,149965,Petrol,First Owner,449719
Ford,19493,Electric,Second Owner,155461
Kia,137704,CNG,Second Owner,345761
Datsun,98872,LPG,Fourth Owner,185886
MG,64779,LPG,First Owner,335907
Jeep,172524,CNG,First Owner,191072
Honda,147338,Electric,First Owner,524040
Renault,124187,CNG,First Owner,446490
Fiat,119603,Diesel,Second Owner,230940
Ford,64607,Petrol,First Owner,366376
Volkswagen,19940,Petrol,Second Owner,198351
Chevrolet,158075,Electric,First Owner,246012
BMW,130880,CNG,First Owner,223808
Fiat,101408,LPG,Third Owner,405060
Jeep,37815,LPG,Third Owner,452867
Volkswagen,164941,LPG,First Owner,57771
Datsun,52297,Diesel,Second Owner,391140
Skoda,63107,Diesel,First Owner,382317
Hyundai,85793,LPG,Third Owner,215189
Ford,150754,Electric,First Owner,258130
Tata,22622,Diesel,Third Owner,391572
MG,33408,Diesel,First Owner,58689
Isuzu,142909,Petrol,Fourth Owner,78063
Maruti,198282,Petrol,First Owner,369342
Datsun,149479,Electric,Second Owner,566817
Nissan,163381,Diesel,Third Owner,260670
Kia,96190,Diesel,Fourth Owner,575651
Volvo,152967,CNG,Third Owner,183823
Chevrolet,3370,Electric,Third Owner,582070
Kia,117212,Electric,Second Owner,395328
Fiat,3486,CNG,First Owner,358135
Volvo,26762,CNG,Second Owner,383019
Toyota,29613,Petrol,First Owner,252456
Hyundai,6196,Electric,Fourth Owner,108396
Renault,103565,Electric,Second Owner,68405
Kia,79349,CNG,Second Owner,166435
Nissan,67839,LPG,Third Owner,96233
Chevrolet,175988,LPG,Second Owner,315446
Mahindra,11572,Petrol,First Owner,392192
Fiat,162297,LPG,Second Owner,355383
Volvo,48853,LPG,Second Owner,278088
Fiat,183462,LPG,Fourth Owner,173811
Skoda,166347,Diesel,First Owner,109269
Nissan,75379,Petrol,Third Owner,140868
Renault,135177,CNG,First Owner,501614
Fiat,119074,LPG,Fourth Owner,570622
Maruti,193968,Diesel,First Owner,561357
Maruti,46209,LPG,First Owner,347428
Volvo,176559,Diesel,Second Owner,491856
Honda,152123,Petrol,Second Owner,279297
Kia,97244,LPG,First Owner,255446
Skoda,103300,Diesel,First Owner,554254
Fiat,194228,Electric,Third Owner,552542
Kia,117682,Electric,Fourth Owner,295954
Maruti,60175,Diesel,Second Owner,518089
Isuzu,140921,LPG,Second Owner,224115
Hyundai,104551,LPG,Second Owner,547730
Volvo,21976,Petrol,Second Owner,127080
Volkswagen,133617,Petrol,First Owner,246062
Maruti,102794,CNG,First Owner,590993
Hyundai,59866,Petrol,Third Owner,113131
Jeep,120752,LPG,Second Owner,389003
Fiat,50078,CNG,Second Owner,204161
Volkswagen,34113,Petrol,First Owner,388084
Jeep,18401,Diesel,Third Owner,411278
Datsun,146956,Electric,First Owner,373540
Mahindra,171635,Petrol,Second Owner,53877
Datsun,168486,Petrol,Second Owner,81818
Mahindra,150214,Diesel,Fourth Owner,98555
Volkswagen,74492,LPG,Fourth Owner,435198
Ford,79693,Diesel,Fourth Owner,572126
Datsun,38135,Petrol,Third Owner,422072
Honda,30862,LPG,First Owner,76620
Mahindra,139262,CNG,Second Owner,433382
Datsun,73199,Petrol,Second Owner,372683
Mahindra,108366,Diesel,Third Owner,67077
Maruti,7331,CNG,Second Owner,133335
Datsun,186258,Electric,Second Owner,97285
Datsun,47648,CNG,First Owner,494451
Nissan,31549,Diesel,Fourth Owner,107477
Honda,28761,CNG,Fourth Owner,71169
Fiat,6262,Diesel,Third Owner,342517
Nissan,185331,Petrol,Fourth Owner,82669
Jeep,75572,LPG,Fourth Owner,515386
Renault,187544,Electric,Third Owner,378520
Maruti,90858,LPG,Third Owner,477445
Jeep,87667,LPG,Fourth Owner,589693
Renault,7677,LPG,First Owner,163307
Volvo,133334,Diesel,Third Owner,413920
MG,104437,Diesel,Second Owner,597835
Volvo,184689,Electric,Third Owner,580863
Renault,152667,Diesel,Second Owner,185915
Mahindra,63148,Diesel,Third Owner,274059
Chevrolet,49926,Diesel,Third Owner,190229
Volvo,78271,Diesel,Fourth Owner,137942
Volvo,37457,Petrol,Fourth Owner,428870
Hyundai,45531,Electric,Fourth Owner,297610
Renault,131027,Diesel,First Owner,122968
Volkswagen,197243,Electric,Fourth Owner,304686
Fiat,48771,CNG,Fourth Owner,130684
Honda,96135,Petrol,Third Owner,126730
Nissan,69354,Diesel,Third Owner,515377
Chevrolet,115743,Petrol,First Owner,319548
Skoda,171361,Petrol,Second Owner,64674
Isuzu,36892,CNG,Third Owner,519259
Volvo,132662,Electric,Third Owner,461913
Jeep,98057,Petrol,Second Owner,241735
Hyundai,41409,LPG,First Owner,466786
Skoda,168542,CNG,Third Owner,78037
Tata,152457,LPG,Fourth Owner,538835
MG,157368,CNG,First Owner,156086
Fiat,121566,LPG,Second Owner,435453
Skoda,64716,LPG,Second Owner,569892
Toyota,92152,Petrol,Fourth Owner,110706
Fiat,29382,Petrol,Fourth Owner,265342
BMW,79675,CNG,Fourth Owner,191043
Datsun,25419,Electric,First Owner,233094
Volkswagen,84238,Petrol,Second Owner,187559
Isuzu,173363,Petrol,Fourth Owner,298670
Hyundai,15397,Diesel,Fourth Owner,70997
Volkswagen,60888,Petrol,Second Owner,487983
Volkswagen,38169,Electric,Third Owner,396928
Fiat,65182,Diesel,First Owner,555465
BMW,95476,LPG,Third Owner,471410
Kia,45249,LPG,Fourth Owner,214857
Honda,162413,Diesel,First Owner,284066
Volvo,78603,Diesel,Third Owner,582661
Honda,180216,Diesel,Second Owner,211355
Chevrolet,195844,CNG,Fourth Owner,236983
Skoda,82360,Electric,First Owner,144951
Toyota,16444,Electric,First Owner,185772
BMW,179719,LPG,First Owner,507359
Nissan,126662,LPG,First Owner,244301
Nissan,101843,LPG,Fourth Owner,194973
Nissan,13974,Petrol,Fourth Owner,402518
Hyundai,115150,LPG,Second Owner,465813
Datsun,172455,Diesel,Second Owner,214500
Renault,97826,LPG,Second Owner,559219
Hyundai,100648,Diesel,Third Owner,175074
Fiat,137028,CNG,Second Owner,343996
Jeep,142149,Petrol,Fourth Owner,310346
Toyota,39490,Petrol,Third Owner,300537
Skoda,127713,Electric,Fourth Owner,228350
Renault,58612,CNG,Third Owner,342009
Ford,103474,Diesel,Second Owner,193361
Jeep,39159,CNG,Second Owner,537045
Volkswagen,42710,Petrol,Second Owner,135549
Mahindra,147878,Diesel,Third Owner,478737
BMW,116096,CNG,Fourth Owner,163209
Datsun,110412,Petrol,First Owner,246591
Honda,97924,Diesel,Fourth Owner,513437
Ford,9458,Diesel,Second Owner,68409
Volvo,133993,Petrol,Third Owner,356677
MG,38524,Diesel,Third Owner,473691
Mahindra,140925,Petrol,Second Owner,545741
Renault,43477,LPG,Third Owner,589615
Tata,35222,LPG,Second Owner,251549
Datsun,21320,Diesel,Fourth Owner,259074
Jeep,97154,Diesel,Third Owner,100756
Honda,55243,Petrol,First Owner,527038
Toyota,179687,Diesel,Third Owner,226031
Kia,151424,Electric,Second Owner,513340
Ford,75833,LPG,First Owner,68733
Kia,96476,Diesel,Second Owner,497427
MG,117560,Diesel,Third Owner,571384
Kia,137275,CNG,First Owner,234588
Volkswagen,42267,Diesel,First Owner,87487
Nissan,40941,Electric,Third Owner,433075
Jeep,85809,LPG,First Owner,90849
Skoda,28368,CNG,Fourth Owner,457766
Skoda,80186,Petrol,First Owner,140930
Skoda,33984,Petrol,First Owner,521376
Volkswagen,176013,LPG,Fourth Owner,456923
Hyundai,186755,Petrol,Second Owner,521399
MG,3801,Electric,Second Owner,540486
Kia,109538,Diesel,Fourth Owner,341162
MG,115201,LPG,First Owner,246236
Nissan,50965,CNG,Third Owner,420570
Fiat,88269,Diesel,Fourth Owner,591007
Jeep,144041,Petrol,Third Owner,50056
Datsun,38969,Petrol,Second Owner,293349
Hyundai,166521,CNG,Fourth Owner,561854
Isuzu,94679,Electric,Third Owner,380827
MG,159777,CNG,First Owner,312865
Volvo,194375,LPG,Fourth Owner,525521
Isuzu,31363,CNG,Third Owner,495185
Datsun,164792,Petrol,Fourth Owner,489991
Tata,144044,Electric,Fourth Owner,129882
Fiat,36351,Electric,Second Owner,483099
Honda,114023,CNG,Second Owner,201944
Tata,170217,LPG,First Owner,255399
Honda,90948,Petrol,Second Owner,123072
Maruti,59235,Diesel,Second Owner,398112
Volkswagen,17855,Electric,Second Owner,94537
Chevrolet,170241,CNG,Third Owner,573273
Volkswagen,180476,LPG,Fourth Owner,473959
Toyota,153641,LPG,Second Owner,281735
Mahindra,128074,Petrol,Third Owner,122941
Kia,57437,Electric,Fourth Owner,213277
Mahindra,182578,Petrol,Second Owner,67645
Fiat,159810,Diesel,Second Owner,162661
Fiat,140844,Diesel,Fourth Owner,515075
Toyota,93410,Diesel,Third Owner,383617
Tata,22731,LPG,Third Owner,552550
BMW,144203,Electric,First Owner,67882
Ford,69324,Petrol,Fourth Owner,259611
BMW,188169,Petrol,First Owner,271714
MG,84720,Diesel,Third Owner,194051
Maruti,99433,Electric,Second Owner,150513
Skoda,5889,Electric,First Owner,430895
Maruti,12569,CNG,Third Owner,94828
Ford,90193,Electric,Third Owner,255908
Tata,88192,Electric,Second Owner,170354
Honda,90154,Petrol,Fourth Owner,156500
Fiat,111073,Electric,Third Owner,351062
Ford,10612,Electric,First Owner,295377
Chevrolet,54644,Petrol,Second Owner,305333
Isuzu,35069,Electric,Fourth Owner,394901
Jeep,84741,Petrol,Fourth Owner,311372
Tata,161403,CNG,Fourth Owner,253940
Chevrolet,58897,LPG,Third Owner,125614
Skoda,148006,Petrol,Fourth Owner,320192
Mahindra,144167,Petrol,Third Owner,327098
Skoda,105544,Electric,Second Owner,281673
Volkswagen,21706,Petrol,Second Owner,309407
Tata,177588,Diesel,Fourth Owner,297067
Isuzu,106602,Diesel,Second Owner,500757
Hyundai,37629,CNG,First Owner,488687
Skoda,180982,Petrol,First Owner,249387
Nissan,127746,Electric,Third Owner,424154
Maruti,23431,Electric,Fourth Owner,325369
Tata,190805,LPG,Third Owner,541293
Jeep,43088,CNG,Second Owner,599079
BMW,178207,Electric,Fourth Owner,511614
MG,172087,LPG,Third Owner,140721
Nissan,34385,Electric,Fourth Owner,77134
Kia,73199,LPG,Fourth Owner,222193
Honda,41677,Diesel,Third Owner,267129
Volkswagen,121104,Diesel,Fourth Owner,303107
Honda,15818,Electric,Second Owner,441470
Fiat,66001,CNG,First Owner,465282
Jeep,158049,Petrol,First Owner,573253
Volkswagen,52832,CNG,Fourth Owner,168903
Datsun,43931,CNG,First Owner,244549
Honda,86990,Petrol,Fourth Owner,216561
BMW,75204,Diesel,Third Owner,74698
Nissan,48784,Diesel,Second Owner,331781
Volvo,109305,Petrol,First Owner,229096
Nissan,12921,LPG,Third Owner,132176
Jeep,37959,CNG,Second Owner,250633
Honda,35328,Electric,First Owner,253349
Tata,142931,Diesel,First Owner,53654
Chevrolet,92506,Electric,Second Owner,555100
Isuzu,77408,Petrol,Third Owner,544771
Datsun,126852,Electric,Third Owner,115355
Toyota,29708,Electric,First Owner,532312
Fiat,21847,CNG,Second Owner,96257
Nissan,58989,Petrol,Third Owner,155866
Honda,128383,Electric,Second Owner,304559
Honda,7922,Diesel,Second Owner,162695
Jeep,55335,Petrol,First Owner,215992
Ford,129913,Diesel,Second Owner,583026
Kia,147613,LPG,Second Owner,420544
Volvo,22551,Electric,Fourth Owner,317618
Toyota,153453,Petrol,Second Owner,109026
Volvo,116319,Diesel,Third Owner,116024
Nissan,58673,Electric,First Owner,100974
Hyundai,104531,CNG,First Owner,317766
Kia,25948,Diesel,Second Owner,495489
Nissan,95264,Diesel,Second Owner,409510
BMW,62072,LPG,Third Owner,89214
Jeep,70560,CNG,Fourth Owner,410377
Volvo,136558,LPG,First Owner,239065
Nissan,69691,CNG,Fourth Owner,334009
Chevrolet,144154,Diesel,Third Owner,255180
Hyundai,105781,LPG,First Owner,549353
Ford,87105,Electric,Third Owner,93026
Ford,10086,CNG,Second Owner,139037
Volvo,130818,Diesel,Third Owner,502423
MG,70853,Petrol,Second Owner,455632
Isuzu,104925,CNG,Fourth Owner,75775
Toyota,73027,CNG,First Owner,593662
Datsun,18916,Electric,First Owner,370595
Kia,18248,CNG,Fourth Owner,495815
BMW,27226,CNG,Second Owner,589972
Tata,159097,Electric,First Owner,598290
Chevrolet,51380,Electric,Third Owner,442848
Nissan,10848,LPG,Second Owner,509369
Nissan,17274,Diesel,First Owner,489620
Isuzu,57545,Diesel,Third Owner,544090
Isuzu,99494,LPG,Third Owner,56309
Nissan,118981,Diesel,First Owner,396819
MG,169305,CNG,Fourth Owner,57826
Ford,19304,LPG,Fourth Owner,193206
Renault,14294,LPG,First Owner,171840
Renault,29425,Diesel,Third Owner,571228
Kia,113777,Petrol,Fourth Owner,327713
Volvo,143497,Diesel,Fourth Owner,580796
Maruti,94549,Petrol,Fourth Owner,139059
Mahindra,96464,LPG,Second Owner,257041
Toyota,179062,Petrol,Fourth Owner,147475
Maruti,109748,CNG,First Owner,74520
Fiat,71295,Electric,First Owner,520640
Skoda,19091,Petrol,Second Owner,69734
MG,122943,Electric,Second Owner,299972
Isuzu,134074,CNG,First Owner,277926
Fiat,53411,Electric,Second Owner,477900
Datsun,175030,CNG,Fourth Owner,405694
Chevrolet,98696,Electric,Third Owner,311894
Chevrolet,154779,Electric,Third Owner,351984
Isuzu,149320,Diesel,Third Owner,409536
BMW,74309,Petrol,First Owner,371471
Isuzu,185792,Electric,Second Owner,163827
Jeep,149109,LPG,Third Owner,516966
Maruti,70421,Diesel,Fourth Owner,509353
Nissan,43612,Petrol,Fourth Owner,423705
Fiat,16450,Diesel,Fourth Owner,486850
MG,12491,Petrol,Second Owner,124210
Skoda,120026,CNG,Third Owner,168724
BMW,77804,Electric,Fourth Owner,465126
Tata,96293,LPG,Second Owner,98392
Honda,122498,Diesel,Fourth Owner,293746
Volkswagen,140863,Diesel,Third Owner,120904
Volkswagen,108475,Diesel,Third Owner,357479
Hyundai,31314,Diesel,Third Owner,72487
Ford,54883,Electric,Third Owner,125927
Datsun,90086,Petrol,Third Owner,322018
Tata,199701,Electric,Fourth Owner,103948
Hyundai,104291,CNG,Third Owner,53608
Toyota,12967,Electric,Fourth Owner,145987
Nissan,46220,Electric,Third Owner,155182
Skoda,139019,CNG,Fourth Owner,280394
MG,173491,Electric,Third Owner,497717
Skoda,59131,Petrol,Fourth Owner,551130
Nissan,31876,LPG,Third Owner,150804
BMW,104448,CNG,Second Owner,511419
Skoda,154043,Diesel,Fourth Owner,186302
Skoda,196611,Petrol,Second Owner,355167
Datsun,52228,LPG,Fourth Owner,480818
BMW,77495,Petrol,Fourth Owner,117082
BMW,31261,Petrol,Fourth Owner,65050
Jeep,109601,Diesel,First Owner,425497
Chevrolet,64260,LPG,Third Owner,232387
Nissan,137418,Petrol,Second Owner,364308
Mahindra,59176,Diesel,Second Owner,178470
Jeep,55300,CNG,Fourth Owner,196712
Volkswagen,145412,Diesel,Second Owner,504887
Fiat,36012,Electric,Second Owner,64284
Jeep,169465,Diesel,Second Owner,446639
Renault,105153,Diesel,Second Owner,78577
Honda,159629,Diesel,First Owner,430391
Volvo,198276,Petrol,Fourth Owner,371044
BMW,76273,LPG,Second Owner,318210
Ford,115328,Diesel,First Owner,416486
Kia,113304,Diesel,First Owner,501104
Datsun,109637,Electric,Fourth Owner,58583
Fiat,151348,Electric,Third Owner,350201
Skoda,57639,CNG,Third Owner,203676
Fiat,124939,CNG,Third Owner,338708
Chevrolet,10310,Electric,Second Owner,373573
BMW,169239,LPG,Fourth Owner,78941
Mahindra,105944,CNG,Third Owner,569357
MG,144463,LPG,Second Owner,350106
Datsun,125013,Electric,Fourth Owner,219645
Datsun,184693,CNG,Second Owner,468908
Kia,144964,Diesel,Third Owner,216835
Volvo,79733,Electric,Third Owner,170198
Chevrolet,170214,CNG,First Owner,455770
Nissan,179751,LPG,First Owner,218939
Hyundai,175687,LPG,Fourth Owner,259176
Isuzu,181625,CNG,Second Owner,317201
Mahindra,112264,LPG,Second Owner,302570
MG,82071,CNG,Third Owner,579593
Hyundai,175074,CNG,Third Owner,373420
BMW,125611,LPG,Fourth Owner,291290
Isuzu,73658,Petrol,First Owner,223403
Tata,12852,Diesel,Third Owner,196388
Kia,8387,Electric,Second Owner,161045
BMW,130571,Diesel,Third Owner,457818
Fiat,100295,Electric,First Owner,399325
Ford,133381,Electric,Second Owner,63987
BMW,42994,Diesel,First Owner,587831
Honda,119912,CNG,Fourth Owner,340088
Ford,167797,LPG,Fourth Owner,421562
Skoda,134632,Petrol,First Owner,88459
Skoda,127210,Petrol,Second Owner,220899
Skoda,59565,Petrol,First Owner,512950
MG,4312,Diesel,Third Owner,381885
Skoda,152277,Diesel,Third Owner,53543
Nissan,128882,CNG,First Owner,291209
Chevrolet,145667,Petrol,Third Owner,241506
Skoda,90566,CNG,First Owner,341199
Kia,24329,Petrol,Third Owner,318260
Mahindra,71187,Diesel,First Owner,367629
Datsun,78542,LPG,Third Owner,564126
Toyota,111237,LPG,Second Owner,347555
Volkswagen,117476,LPG,Second Owner,436259
Toyota,38645,LPG,Third Owner,257733
Ford,90502,Electric,First Owner,268102
Toyota,90310,Petrol,Third Owner,149772
Isuzu,72619,LPG,Fourth Owner,236516
Tata,36513,Electric,Fourth Owner,402265
Hyundai,11749,Electric,First Owner,269055
Nissan,164855,Electric,Third Owner,548535
Chevrolet,63645,CNG,Third Owner,154627
Ford,56175,CNG,Second Owner,216268
Tata,196781,Electric,First Owner,377414
Kia,151395,LPG,Fourth Owner,231410
Skoda,53762,Petrol,Fourth Owner,163585
Chevrolet,67222,Diesel,First Owner,507767
Honda,168565,CNG,Fourth Owner,302669
MG,192400,LPG,First Owner,249439
Jeep,15213,LPG,Fourth Owner,201117
Datsun,100367,Diesel,Fourth Owner,264740
Maruti,181002,Diesel,First Owner,257663
Kia,161785,LPG,First Owner,598606
Kia,110157,Diesel,Fourth Owner,370602
Hyundai,35583,LPG,Fourth Owner,457011
Renault,131792,Diesel,Second Owner,418000
Volkswagen,82944,Diesel,Third Owner,71747
Jeep,25369,LPG,First Owner,269842
Isuzu,182000,Electric,First Owner,228445
Volvo,118844,LPG,Third Owner,61282
MG,22510,Petrol,Second Owner,477047
Skoda,15120,Diesel,Fourth Owner,113073
Datsun,102847,CNG,Fourth Owner,292720
Fiat,101575,Diesel,Second Owner,508538
Kia,132269,Petrol,Second Owner,365044
Fiat,8295,CNG,Third Owner,557418
Fiat,23460,CNG,Third Owner,85500
Mahindra,17963,LPG,Fourth Owner,218560
Volkswagen,80116,Electric,Second Owner,379649
Datsun,30328,LPG,Second Owner,337604
Renault,87629,CNG,Fourth Owner,62155
Skoda,127034,CNG,Fourth Owner,427150
BMW,24605,Electric,Fourth Owner,427282
Isuzu,113901,Diesel,Fourth Owner,194499
Volkswagen,178885,Electric,Fourth Owner,114442
Jeep,180443,LPG,Third Owner,532316
Renault,111241,Diesel,Fourth Owner,477924
MG,50598,LPG,Second Owner,244644
MG,194848,Electric,First Owner,594175
Tata,75258,Diesel,Third Owner,566663
Volvo,43969,Electric,Second Owner,599547
Mahindra,170984,Petrol,First Owner,147932
Honda,172446,CNG,Third Owner,492276
Jeep,65784,Diesel,Fourth Owner,281602
Isuzu,183954,CNG,Third Owner,356600
Jeep,150000,Petrol,Fourth Owner,217452
Mahindra,24274,Diesel,Fourth Owner,170250
Toyota,132994,CNG,Fourth Owner,389879
Skoda,37416,CNG,First Owner,551554
Volkswagen,195070,Diesel,Third Owner,437438
Volkswagen,103434,CNG,Fourth Owner,559548
Datsun,163119,CNG,Second Owner,202721
Datsun,177428,Diesel,Third Owner,150497
Ford,171206,CNG,Second Owner,459767
Tata,54310,CNG,First Owner,164432
Volvo,83758,LPG,First Owner,204898
Volkswagen,146435,LPG,Third Owner,414630
Chevrolet,178635,Petrol,First Owner,205801
Toyota,33628,LPG,First Owner,494912
Mahindra,72672,LPG,Third Owner,91274
Skoda,49246,Petrol,Second Owner,88718
Volkswagen,145233,CNG,Fourth Owner,475569
Tata,92110,CNG,Third Owner,80653
Tata,5810,LPG,Third Owner,307583
Honda,193932,Petrol,Fourth Owner,195213
Honda,74688,CNG,Second Owner,454753
Volkswagen,68548,Electric,Fourth Owner,80401
Hyundai,196435,Diesel,Fourth Owner,412757
Jeep,14162,Diesel,Second Owner,486677
Tata,90858,Diesel,Second Owner,523530
Skoda,76535,LPG,Fourth Owner,356437
Skoda,141291,Diesel,Fourth Owner,427181
Tata,73864,Diesel,Third Owner,403079
Chevrolet,137693,Electric,Second Owner,506660
Honda,121371,CNG,First Owner,320504
Kia,92792,Electric,Second Owner,586299
Honda,178505,LPG,Fourth Owner,90721
MG,69188,Diesel,Fourth Owner,365414
Datsun,189023,CNG,Fourth Owner,61227
Ford,84718,Diesel,Fourth Owner,89587
BMW,39558,Diesel,First Owner,380449
Renault,131938,LPG,Second Owner,388172
BMW,149731,Diesel,First Owner,365795
Mahindra,37413,Petrol,First Owner,363476
Toyota,13435,CNG,Fourth Owner,249953
Volkswagen,187983,CNG,First Owner,258974
Volkswagen,31067,Petrol,Fourth Owner,518077
Kia,90794,LPG,Fourth Owner,143758
Isuzu,96823,Diesel,Fourth Owner,69121
Datsun,72224,Diesel,First Owner,396495
BMW,4379,CNG,Fourth Owner,362683
BMW,105547,LPG,First Owner,553015
Volkswagen,111541,LPG,Second Owner,79218
Datsun,161696,LPG,Fourth Owner,51316
Toyota,117634,Diesel,Third Owner,87972
Maruti,131701,LPG,Third Owner,404844
Maruti,60745,Petrol,Third Owner,547960
